ticket_id,customer_id,agent_id,category_id,channel,created_at,resolved_at,resolution_hours,sla_met,escalated,csat_score,status
T01080,CU0673,A003,C06,Chat,2025-01-26 11:00:00,2025-01-27 10:23:03.356845839,23.38,1,0,5,Resolved
T01081,CU0277,A011,C06,Chat,2025-04-29 13:00:00,2025-04-30 19:26:15.742067809,30.44,1,1,3,Resolved
T01082,CU0376,A002,C06,Email,2025-03-04 08:00:00,2025-03-05 17:38:00.457354942,33.63,1,1,3,Resolved
T01083,CU0585,A002,C06,Email,2025-09-12 11:00:00,2025-09-15 01:13:11.483209797,62.22,0,0,4,Resolved
T01084,CU0448,A012,C02,Chat,2025-01-26 12:00:00,2025-01-27 03:49:20.842843206,15.82,1,0,5,Resolved
T01085,CU0544,A015,C05,Chat,2025-07-08 09:00:00,2025-07-09 09:54:25.141677318,24.91,1,0,5,Resolved
T01086,CU0089,A016,C06,Email,2025-09-23 19:00:00,2025-09-25 00:19:05.242973991,29.32,1,0,4,Resolved
T01087,CU0268,A006,C05,Email,2025-12-13 16:00:00,2025-12-15 01:24:16.928266824,33.4,1,0,5,Resolved
T01088,CU0730,A017,C02,Web,2025-04-16 19:00:00,2025-04-17 18:13:03.588691900,23.22,1,0,4,Resolved
T01089,CU0558,A010,C02,Chat,2025-01-03 15:00:00,2025-01-04 21:37:43.497431263,30.63,0,1,4,Resolved
T01090,CU0758,A008,C03,Chat,2025-09-22 09:00:00,2025-09-24 09:21:37.532043795,48.36,0,0,5,Resolved
T01091,CU0869,A007,C04,Web,2025-01-01 19:00:00,2025-01-02 06:39:57.311199356,11.67,1,0,5,Resolved
T01092,CU0321,A014,C05,Chat,2025-01-25 13:00:00,2025-01-27 08:42:20.174650995,43.71,1,0,4,Resolved
T01093,CU0238,A007,C06,Email,2025-12-28 16:00:00,2025-12-29 04:59:32.806663569,12.99,1,0,5,Resolved
T01094,CU0279,A008,C06,Chat,2025-11-11 12:00:00,2025-11-12 18:20:08.224701399,30.34,1,0,5,Resolved
T01095,CU0516,A007,C05,Chat,2025-09-16 14:00:00,2025-09-17 18:51:39.773767737,28.86,1,0,5,Resolved
T01096,CU0228,A006,C02,Email,2025-11-01 14:00:00,2025-11-02 03:36:41.383724511,13.61,1,0,5,Resolved
T01097,CU0352,A008,C04,Email,2025-01-28 11:00:00,2025-01-30 06:00:18.953648902,43.01,0,0,4,Resolved
T01098,CU0157,A001,C03,Chat,2025-02-02 15:00:00,2025-02-03 10:29:17.772296809,19.49,1,0,4,Resolved
T01099,CU0348,A016,C02,Web,2025-04-20 17:00:00,2025-04-21 04:34:44.363613666,11.58,1,1,3,Resolved
T01100,CU0854,A005,C01,Web,2025-01-09 08:00:00,2025-01-09 17:36:40.925830856,9.61,1,0,5,Resolved
T01101,CU0382,A009,C03,Email,2025-11-21 09:00:00,2025-11-21 22:28:15.128788710,13.47,1,0,5,Resolved
T01102,CU0684,A004,C02,Web,2025-01-21 18:00:00,2025-01-22 03:05:09.198045877,9.09,1,0,5,Resolved
T01103,CU0388,A010,C05,Web,2025-07-18 15:00:00,2025-07-24 18:10:31.597307828,147.18,0,1,2,Resolved
T01104,CU0391,A005,C01,Email,2025-11-08 20:00:00,2025-11-09 08:55:45.987341325,12.93,0,0,5,Resolved
T01105,CU0593,A004,C02,Email,2025-09-26 15:00:00,2025-09-27 11:56:04.981761254,20.93,1,0,4,Resolved
T01106,CU0100,A006,C01,Email,2025-03-27 16:00:00,2025-03-27 22:42:24.458849128,6.71,1,0,4,Resolved
T01107,CU0320,A017,C05,Web,2025-06-21 19:00:00,2025-06-22 21:57:14.422104504,26.95,1,0,4,Resolved
T01108,CU0126,A016,C04,Email,2025-07-20 16:00:00,2025-07-21 20:11:14.347877762,28.19,0,0,4,Resolved
T01109,CU0180,A015,C03,Chat,2025-10-08 12:00:00,2025-10-09 07:30:53.285897901,19.51,1,0,4,Resolved
T01110,CU0639,A004,C02,Chat,2025-06-05 14:00:00,2025-06-05 18:15:57.127822246,4.27,1,1,5,Resolved
T01111,CU0158,A012,C06,Email,2025-04-15 11:00:00,2025-04-18 13:18:50.078331795,74.31,0,0,4,Resolved
T01112,CU0183,A015,C05,Web,2025-10-18 12:00:00,2025-10-19 21:39:42.674116791,33.66,1,0,4,Resolved
T01113,CU0516,A012,C05,Chat,2025-11-20 16:00:00,2025-11-22 04:10:47.580224224,36.18,1,0,5,Resolved
T01114,CU0314,A016,C04,Web,2025-06-28 09:00:00,2025-06-29 02:56:15.932813546,17.94,1,0,4,Resolved
T01115,CU0111,A004,C06,Chat,2025-01-11 16:00:00,2025-01-12 22:49:27.896928474,30.82,1,0,4,Resolved
T01116,CU0862,A009,C06,Chat,2025-07-02 15:00:00,2025-07-04 19:50:41.261632004,52.84,0,0,5,Resolved
T01117,CU0831,A006,C03,Web,2025-11-21 12:00:00,2025-11-22 02:02:55.720504179,14.05,1,0,5,Resolved
T01118,CU0524,A014,C05,Web,2025-12-28 08:00:00,2025-12-29 05:44:45.626215495,21.75,1,1,5,Resolved
T01119,CU0473,A003,C02,Email,2025-05-27 17:00:00,2025-05-28 08:52:53.810019469,15.88,1,0,5,Resolved
T01120,CU0728,A006,C05,Web,2025-02-24 18:00:00,2025-02-27 05:02:23.706204136,59.04,0,0,5,Resolved
T01121,CU0877,A013,C03,Web,2025-07-28 17:00:00,2025-07-29 09:15:27.464118267,16.26,1,0,5,Resolved
T01122,CU0094,A001,C01,Web,2025-10-31 13:00:00,2025-10-31 18:45:54.531107672,5.77,1,0,5,Resolved
T01123,CU0088,A005,C06,Web,2025-12-11 16:00:00,2025-12-13 11:18:28.350451735,43.31,0,0,4,Resolved
T01124,CU0298,A013,C06,Chat,2025-01-19 13:00:00,2025-01-20 09:21:02.532690777,20.35,1,0,5,Resolved
T01125,CU0275,A005,C03,Chat,2025-04-17 12:00:00,2025-04-18 02:07:56.199877114,14.13,1,0,4,Resolved
T01126,CU0807,A011,C06,Chat,2025-06-24 12:00:00,2025-06-25 13:47:07.748234941,25.79,1,1,4,Resolved
T01127,CU0458,A008,C03,Chat,2025-02-05 10:00:00,2025-02-06 02:30:36.335498054,16.51,1,0,5,Resolved
T01128,CU0730,A009,C04,Chat,2025-11-20 20:00:00,2025-11-21 01:25:05.412186861,5.42,1,0,5,Resolved
T01129,CU0601,A007,C06,Chat,2025-02-10 16:00:00,2025-02-11 15:55:38.587212710,23.93,1,1,4,Resolved
T01130,CU0652,A017,C03,Chat,2025-08-31 10:00:00,2025-09-01 10:08:12.600240540,24.14,0,0,5,Resolved
T01131,CU0861,A013,C04,Email,2025-12-02 19:00:00,2025-12-03 07:09:44.776546664,12.16,1,0,3,Resolved
T01132,CU0529,A014,C05,Chat,2025-09-08 09:00:00,2025-09-11 15:50:34.817383208,78.84,0,0,3,Resolved
T01133,CU0699,A015,C01,Chat,2025-10-06 15:00:00,2025-10-07 09:18:17.591110459,18.3,0,0,4,Resolved
T01134,CU0243,A008,C04,Chat,2025-04-07 10:00:00,2025-04-08 07:43:33.844322913,21.73,0,0,5,Resolved
T01135,CU0234,A002,C03,Chat,2025-10-30 12:00:00,2025-10-31 13:39:24.320504685,25.66,0,0,4,Resolved
T01136,CU0527,A001,C05,Email,2025-06-02 16:00:00,2025-06-03 20:59:35.031409674,28.99,1,0,4,Resolved
T01137,CU0812,A009,C01,Web,2025-01-23 20:00:00,2025-01-24 02:02:38.278496835,6.04,1,0,5,Resolved
T01138,CU0046,A016,C02,Email,2025-05-14 20:00:00,2025-05-15 10:06:47.118346862,14.11,1,0,4,Resolved
T01139,CU0451,A009,C05,Email,2025-05-08 19:00:00,2025-05-10 11:20:46.383409064,40.35,1,0,3,Resolved
T01140,CU0183,A018,C02,Web,2025-07-10 11:00:00,2025-07-11 18:38:48.848886096,31.65,0,1,5,Resolved
T01141,CU0796,A010,C04,Email,2025-04-07 09:00:00,2025-04-07 23:33:36.304543713,14.56,1,0,5,Resolved
T01142,CU0467,A012,C05,Chat,2025-06-18 19:00:00,,29.35,1,0,5,Open
T01143,CU0038,A002,C06,Chat,2025-06-06 20:00:00,2025-06-08 07:37:19.252357590,35.62,1,0,4,Resolved
T01144,CU0002,A014,C01,Email,2025-04-30 11:00:00,2025-05-01 01:06:33.480738478,14.11,0,0,5,Resolved
T01145,CU0576,A017,C06,Email,2025-09-12 08:00:00,2025-09-14 16:06:37.709771029,56.11,0,0,3,Resolved
T01146,CU0210,A010,C05,Web,2025-04-22 16:00:00,2025-04-23 22:33:23.829093082,30.56,1,0,4,Resolved
T01147,CU0038,A017,C03,Chat,2025-10-07 08:00:00,2025-10-07 19:40:52.350302060,11.68,1,0,5,Resolved
T01148,CU0138,A005,C06,Web,2025-04-02 08:00:00,2025-04-03 00:59:45.138625051,17.0,1,0,5,Resolved
T01149,CU0139,A009,C05,Chat,2025-11-12 20:00:00,2025-11-13 18:48:55.729718308,22.82,1,0,5,Resolved
T01150,CU0311,A017,C05,Web,2025-05-14 14:00:00,2025-05-16 08:27:29.801258330,42.46,1,1,3,Resolved
T01151,CU0647,A011,C04,Email,2025-01-15 09:00:00,2025-01-15 22:53:55.902980688,13.9,1,0,5,Resolved
T01152,CU0773,A013,C05,Chat,2025-02-24 16:00:00,2025-02-25 08:24:09.820737997,16.4,1,0,5,Resolved
T01153,CU0479,A008,C06,Chat,2025-10-22 12:00:00,2025-10-23 07:55:37.374325492,19.93,1,0,4,Resolved
T01154,CU0853,A010,C05,Chat,2025-11-15 14:00:00,2025-11-17 00:35:11.677829661,34.59,1,0,4,Resolved
T01155,CU0713,A007,C06,Chat,2025-03-19 19:00:00,2025-03-20 11:40:36.560047972,16.68,1,0,5,Resolved
T01156,CU0149,A013,C05,Web,2025-08-08 11:00:00,2025-08-10 19:55:06.224954156,56.92,0,0,4,Resolved
T01157,CU0662,A002,C06,Chat,2025-07-29 16:00:00,2025-07-31 08:06:55.175520938,40.12,0,1,4,Resolved
T01158,CU0208,A010,C06,Chat,2025-02-18 18:00:00,2025-02-19 12:03:12.413524687,18.05,1,0,4,Resolved
T01159,CU0867,A017,C02,Chat,2025-06-14 13:00:00,2025-06-15 03:20:21.260853970,14.34,1,0,5,Resolved
T01160,CU0763,A002,C02,Email,2025-09-11 20:00:00,2025-09-12 17:22:47.049471116,21.38,1,0,3,Resolved
T01161,CU0058,A009,C05,Chat,2025-12-20 13:00:00,2025-12-21 10:09:38.787031724,21.16,1,0,5,Resolved
T01162,CU0156,A012,C04,Chat,2025-11-06 13:00:00,2025-11-06 22:51:44.290464876,9.86,1,0,5,Resolved
T01163,CU0398,A002,C05,Web,2025-02-05 19:00:00,2025-02-07 17:40:44.223264494,46.68,1,1,4,Resolved
T01164,CU0668,A001,C06,Chat,2025-03-28 16:00:00,2025-03-29 09:44:31.233997197,17.74,1,0,4,Resolved
T01165,CU0498,A003,C06,Web,2025-06-09 19:00:00,2025-06-10 06:51:23.784420103,11.86,1,0,5,Resolved
T01166,CU0077,A004,C04,Chat,2025-02-24 18:00:00,2025-02-24 23:30:33.469466162,5.51,1,0,5,Resolved
T01167,CU0566,A016,C05,Email,2025-07-28 17:00:00,2025-07-30 07:47:34.662312553,38.79,1,0,4,Resolved
T01168,CU0584,A003,C02,Email,2025-01-04 11:00:00,2025-01-04 20:26:12.582745990,9.44,1,1,3,Resolved
T01169,CU0837,A012,C04,Chat,2025-02-11 13:00:00,2025-02-11 22:24:24.059675617,9.41,1,0,5,Resolved
T01170,CU0240,A007,C01,Email,2025-01-18 19:00:00,2025-01-19 11:55:22.323663645,16.92,0,0,4,Resolved
T01171,CU0035,A010,C04,Chat,2025-04-18 16:00:00,2025-04-18 21:54:54.734675011,5.92,1,0,5,Resolved
T01172,CU0675,A017,C04,Chat,2025-10-06 11:00:00,2025-10-06 20:41:11.048710372,9.69,1,0,5,Resolved
T01173,CU0633,A016,C05,Web,2025-03-06 12:00:00,2025-03-10 14:43:43.116818588,98.73,0,1,4,Resolved
T01174,CU0468,A002,C05,Web,2025-12-27 18:00:00,2025-12-29 07:14:59.168180097,37.25,1,0,5,Resolved
T01175,CU0623,A002,C03,Chat,2025-04-09 10:00:00,2025-04-10 00:24:26.427410334,14.41,1,0,5,Resolved
T01176,CU0162,A007,C01,Email,2025-01-17 09:00:00,2025-01-17 16:27:16.910612121,7.45,1,0,4,Resolved
T01177,CU0114,A015,C01,Chat,2025-05-03 17:00:00,2025-05-04 02:42:18.470053278,9.71,1,0,3,Resolved
T01178,CU0363,A014,C06,Chat,2025-10-01 11:00:00,2025-10-03 16:37:21.856628236,53.62,0,0,4,Resolved
T01179,CU0805,A012,C06,Chat,2025-02-08 17:00:00,,19.69,1,0,5,Open
T01180,CU0463,A016,C03,Email,2025-01-27 14:00:00,2025-01-28 02:05:20.085284958,12.09,1,0,4,Resolved
T01181,CU0576,A004,C02,Email,2025-11-07 20:00:00,,7.53,1,0,5,Open
T01182,CU0897,A014,C04,Chat,2025-08-05 14:00:00,2025-08-06 04:44:54.981361831,14.75,1,0,4,Resolved
T01183,CU0273,A018,C05,Web,2025-05-06 19:00:00,2025-05-07 15:05:28.091338695,20.09,1,1,4,Resolved
T01184,CU0433,A018,C03,Email,2025-10-03 19:00:00,2025-10-04 08:47:52.179529131,13.8,1,0,5,Resolved
T01185,CU0618,A013,C01,Chat,2025-11-05 10:00:00,2025-11-05 15:18:54.018777855,5.32,1,0,4,Resolved
T01186,CU0137,A013,C03,Chat,2025-05-12 20:00:00,2025-05-13 23:33:56.190279301,27.57,0,0,4,Resolved
T01187,CU0362,A005,C02,Email,2025-07-24 17:00:00,2025-07-25 07:15:19.606836232,14.26,1,0,5,Resolved
T01188,CU0500,A014,C03,Chat,2025-01-04 09:00:00,2025-01-05 05:19:28.561215720,20.32,1,0,5,Resolved
T01189,CU0274,A005,C02,Chat,2025-04-22 08:00:00,2025-04-22 14:48:07.181445330,6.8,1,0,5,Resolved
T01190,CU0199,A008,C05,Chat,2025-08-06 11:00:00,2025-08-08 12:40:36.806749870,49.68,0,0,5,Resolved
T01191,CU0395,A003,C04,Chat,2025-03-13 08:00:00,2025-03-13 14:24:04.035689492,6.4,1,0,4,Resolved
T01192,CU0792,A006,C02,Email,2025-12-28 12:00:00,2025-12-28 23:33:34.528542623,11.56,1,0,5,Resolved
T01193,CU0375,A002,C04,Email,2025-12-21 20:00:00,2025-12-23 01:45:11.492363228,29.75,0,0,4,Resolved
T01194,CU0751,A009,C04,Email,2025-04-05 14:00:00,2025-04-06 06:43:58.253338041,16.73,1,0,5,Resolved
T01195,CU0609,A002,C06,Web,2025-05-25 08:00:00,2025-05-26 12:47:14.974733011,28.79,1,1,2,Resolved
T01196,CU0116,A014,C06,Web,2025-03-11 14:00:00,2025-03-15 23:28:01.798565599,105.47,0,0,3,Resolved
T01197,CU0823,A012,C01,Chat,2025-07-03 10:00:00,2025-07-03 16:47:00.107099588,6.78,1,0,5,Resolved
T01198,CU0530,A012,C06,Email,2025-02-15 19:00:00,2025-02-17 13:14:02.037067328,42.23,0,0,4,Resolved
T01199,CU0512,A013,C05,Chat,2025-05-23 09:00:00,2025-05-24 00:33:12.488307173,15.55,1,0,5,Resolved
T01200,CU0627,A014,C05,Web,2025-07-22 18:00:00,2025-07-24 11:57:17.828516178,41.95,1,0,5,Resolved
T01201,CU0038,A013,C03,Email,2025-08-12 13:00:00,2025-08-13 00:51:52.938336168,11.86,1,0,4,Resolved
T01202,CU0227,A012,C03,Chat,2025-08-06 08:00:00,2025-08-07 13:48:20.390395579,29.81,0,1,4,Resolved
T01203,CU0716,A004,C01,Email,2025-03-22 16:00:00,2025-03-23 00:12:14.586527458,8.2,1,0,4,Resolved
T01204,CU0564,A014,C06,Chat,2025-10-17 13:00:00,2025-10-18 10:46:03.676551052,21.77,1,0,5,Resolved
T01205,CU0351,A009,C05,Web,2025-09-10 18:00:00,2025-09-13 22:32:16.809002602,76.54,0,0,4,Resolved
T01206,CU0417,A003,C03,Chat,2025-10-02 16:00:00,2025-10-03 05:10:15.664636423,13.17,1,0,4,Resolved
T01207,CU0558,A009,C04,Chat,2025-06-20 18:00:00,2025-06-21 09:32:47.057768894,15.55,1,1,5,Resolved
T01208,CU0434,A006,C01,Web,2025-11-22 13:00:00,2025-11-23 00:34:23.486022645,11.57,1,0,4,Resolved
T01209,CU0412,A004,C02,Chat,2025-05-23 08:00:00,2025-05-23 15:10:55.972818516,7.18,1,0,4,Resolved
T01210,CU0497,A011,C05,Chat,2025-10-22 09:00:00,2025-10-23 07:08:09.242054808,22.14,1,0,5,Resolved
T01211,CU0254,A017,C04,Email,2025-03-16 13:00:00,2025-03-17 00:16:11.528557672,11.27,1,0,4,Resolved
T01212,CU0514,A001,C06,Email,2025-04-01 13:00:00,2025-04-02 22:11:47.449587516,33.2,1,0,4,Resolved
T01213,CU0623,A003,C05,Chat,2025-07-12 18:00:00,2025-07-16 10:45:30.445712010,88.76,0,0,4,Resolved
T01214,CU0639,A017,C05,Chat,2025-07-22 13:00:00,2025-07-24 07:29:15.901893319,42.49,1,0,4,Resolved
T01215,CU0559,A013,C06,Chat,2025-09-30 19:00:00,2025-10-02 03:44:52.385085348,32.75,1,0,3,Resolved
T01216,CU0408,A005,C01,Chat,2025-04-19 10:00:00,2025-04-19 15:24:07.279203031,5.4,1,0,5,Resolved
T01217,CU0590,A007,C05,Chat,2025-11-15 13:00:00,2025-11-17 00:57:45.429447398,35.96,1,0,4,Resolved
T01218,CU0651,A002,C05,Chat,2025-05-01 17:00:00,2025-05-02 20:07:13.252943787,27.12,1,0,4,Resolved
T01219,CU0280,A016,C02,Email,2025-07-14 09:00:00,2025-07-15 00:50:27.678331370,15.84,1,0,3,Resolved
T01220,CU0438,A012,C02,Email,2025-12-07 12:00:00,2025-12-08 01:25:14.965018802,13.42,1,0,5,Resolved
T01221,CU0611,A005,C02,Chat,2025-07-16 17:00:00,2025-07-17 15:58:08.776628313,22.97,1,0,4,Resolved
T01222,CU0597,A004,C02,Chat,2025-09-06 15:00:00,2025-09-07 04:54:17.507978841,13.9,1,0,4,Resolved
T01223,CU0447,A013,C04,Chat,2025-11-28 18:00:00,2025-11-29 01:46:16.307135932,7.77,1,0,5,Resolved
T01224,CU0237,A011,C01,Chat,2025-12-22 14:00:00,2025-12-22 23:42:55.620824025,9.72,1,0,5,Resolved
T01225,CU0820,A014,C05,Web,2025-07-02 19:00:00,2025-07-03 06:59:54.767296129,12.0,1,0,4,Resolved
T01226,CU0488,A005,C01,Chat,2025-06-02 19:00:00,2025-06-03 01:05:48.969899102,6.1,1,0,5,Resolved
T01227,CU0487,A018,C01,Web,2025-03-13 20:00:00,2025-03-14 00:45:54.938861373,4.77,1,0,5,Resolved
T01228,CU0422,A003,C03,Email,2025-07-16 09:00:00,2025-07-17 22:23:42.352266073,37.4,0,0,5,Resolved
T01229,CU0685,A004,C02,Email,2025-12-02 15:00:00,2025-12-03 02:28:49.289271020,11.48,1,0,5,Resolved
T01230,CU0272,A014,C06,Web,2025-06-27 09:00:00,2025-06-28 08:41:53.975221652,23.7,1,1,4,Resolved
T01231,CU0844,A011,C03,Email,2025-05-08 10:00:00,2025-05-09 02:37:55.479925390,16.63,1,0,4,Resolved
T01232,CU0057,A007,C02,Email,2025-02-09 11:00:00,2025-02-09 21:42:34.529207122,10.71,1,0,5,Resolved
T01233,CU0012,A014,C02,Chat,2025-05-23 16:00:00,2025-05-24 03:40:47.482015818,11.68,1,0,5,Resolved
T01234,CU0460,A011,C03,Email,2025-03-28 13:00:00,2025-03-29 06:45:33.716961813,17.76,1,0,4,Resolved
T01235,CU0774,A008,C05,Chat,2025-12-23 19:00:00,2025-12-24 20:38:16.189280314,25.64,1,0,4,Resolved
T01236,CU0009,A004,C06,Chat,2025-07-12 11:00:00,2025-07-14 00:58:33.458535818,37.98,0,1,3,Resolved
T01237,CU0611,A013,C03,Web,2025-02-20 16:00:00,2025-02-21 02:47:24.878335545,10.79,1,0,5,Resolved
T01238,CU0351,A010,C05,Email,2025-01-25 17:00:00,2025-01-26 11:26:41.415014389,18.44,1,0,5,Resolved
T01239,CU0020,A017,C04,Chat,2025-11-07 20:00:00,2025-11-08 07:18:15.426786862,11.3,1,0,4,Resolved
T01240,CU0334,A008,C06,Web,2025-12-06 11:00:00,2025-12-07 15:41:54.723737950,28.7,1,0,5,Resolved
T01241,CU0582,A005,C04,Chat,2025-10-06 17:00:00,2025-10-06 22:47:05.092473717,5.78,1,0,4,Resolved
T01242,CU0571,A001,C03,Web,2025-02-15 09:00:00,2025-02-16 08:55:52.658928602,23.93,1,0,4,Resolved
T01243,CU0764,A005,C05,Email,2025-02-05 15:00:00,2025-02-07 20:20:18.812041998,53.34,0,1,4,Resolved
T01244,CU0889,A014,C06,Chat,2025-03-14 13:00:00,2025-03-16 03:45:49.556590812,38.76,0,0,5,Resolved
T01245,CU0049,A006,C04,Chat,2025-10-02 20:00:00,2025-10-03 08:35:21.394528454,12.59,1,0,4,Resolved
T01246,CU0773,A010,C06,Web,2025-10-07 18:00:00,2025-10-09 03:18:00.644118390,33.3,1,0,5,Resolved
T01247,CU0009,A004,C06,Chat,2025-11-02 20:00:00,2025-11-05 14:49:44.481042609,66.83,0,0,3,Resolved
T01248,CU0878,A017,C02,Web,2025-02-05 19:00:00,2025-02-06 07:13:25.140413877,12.22,1,0,5,Resolved
T01249,CU0697,A017,C06,Chat,2025-02-25 13:00:00,2025-02-26 04:36:58.646770056,15.62,1,0,5,Resolved
T01250,CU0856,A015,C05,Chat,2025-11-25 17:00:00,2025-11-26 08:32:37.591124956,15.54,1,0,5,Resolved
T01251,CU0061,A014,C04,Email,2025-12-05 08:00:00,2025-12-06 08:14:19.146528906,24.24,0,0,5,Resolved
T01252,CU0067,A011,C04,Chat,2025-09-22 15:00:00,2025-09-24 05:04:30.353244679,38.08,0,1,4,Resolved
T01253,CU0887,A001,C06,Chat,2025-02-08 08:00:00,2025-02-09 00:29:27.075397621,16.49,1,0,4,Resolved
T01254,CU0254,A001,C05,Email,2025-01-26 17:00:00,2025-01-27 15:20:49.260732536,22.35,1,0,5,Resolved
T01255,CU0344,A008,C04,Chat,2025-01-21 20:00:00,2025-01-22 05:30:27.627903122,9.51,1,0,5,Resolved
T01256,CU0268,A014,C01,Chat,2025-09-10 16:00:00,2025-09-11 09:45:53.167490877,17.76,0,0,5,Resolved
T01257,CU0142,A003,C04,Web,2025-11-05 18:00:00,2025-11-06 01:31:09.130635551,7.52,1,1,4,Resolved
T01258,CU0064,A010,C06,Chat,2025-08-19 11:00:00,2025-08-20 02:35:03.904023235,15.58,1,0,5,Resolved
T01259,CU0122,A018,C05,Email,2025-04-06 20:00:00,2025-04-11 00:18:19.456495052,100.31,0,1,2,Resolved
T01260,CU0762,A016,C01,Email,2025-10-04 15:00:00,2025-10-05 00:12:26.706698636,9.21,1,0,5,Resolved
T01261,CU0025,A010,C06,Email,2025-01-22 16:00:00,2025-01-23 22:40:20.483766285,30.67,1,0,4,Resolved
T01262,CU0806,A011,C06,Chat,2025-10-30 18:00:00,2025-10-31 21:48:39.335222613,27.81,1,1,3,Resolved
T01263,CU0199,A002,C04,Web,2025-11-22 16:00:00,2025-11-23 05:33:54.270656388,13.57,1,0,5,Resolved
T01264,CU0545,A001,C01,Chat,2025-09-20 12:00:00,2025-09-20 17:10:49.937923207,5.18,1,0,5,Resolved
T01265,CU0232,A006,C04,Web,2025-11-17 15:00:00,,7.53,1,0,4,Open
T01266,CU0802,A015,C01,Email,2025-08-02 16:00:00,2025-08-03 05:05:53.459181693,13.1,0,1,4,Resolved
T01267,CU0037,A001,C03,Email,2025-06-20 19:00:00,2025-06-21 01:07:06.500303594,6.12,1,0,4,Resolved
T01268,CU0643,A015,C05,Chat,2025-04-28 14:00:00,2025-04-29 17:03:16.290404863,27.05,1,0,5,Resolved
T01269,CU0842,A005,C06,Chat,2025-12-03 14:00:00,2025-12-04 11:13:16.409857915,21.22,1,0,5,Resolved
T01270,CU0397,A002,C03,Chat,2025-09-12 14:00:00,2025-09-13 08:59:20.601900470,18.99,1,0,5,Resolved
T01271,CU0406,A002,C06,Email,2025-03-11 09:00:00,2025-03-12 08:48:04.651643473,23.8,1,1,4,Resolved
T01272,CU0135,A013,C06,Chat,2025-12-16 09:00:00,2025-12-17 00:58:12.718424391,15.97,1,0,5,Resolved
T01273,CU0791,A001,C01,Chat,2025-01-22 08:00:00,2025-01-22 11:31:25.518338320,3.52,1,0,5,Resolved
T01274,CU0863,A010,C02,Chat,2025-08-03 16:00:00,2025-08-04 11:07:33.938267880,19.13,1,0,4,Resolved
T01275,CU0447,A017,C05,Chat,2025-03-11 13:00:00,2025-03-12 16:05:01.255601882,27.08,1,0,5,Resolved
T01276,CU0624,A011,C06,Chat,2025-08-31 19:00:00,2025-09-01 15:20:08.203970245,20.34,1,0,5,Resolved
T01277,CU0683,A007,C03,Chat,2025-05-31 17:00:00,2025-06-01 10:29:06.630049561,17.49,1,0,5,Resolved
T01278,CU0319,A017,C05,Chat,2025-06-09 09:00:00,2025-06-10 12:08:48.523097198,27.15,1,0,4,Resolved
T01279,CU0004,A002,C05,Chat,2025-09-03 09:00:00,,46.42,1,1,1,Open
T01280,CU0116,A005,C05,Chat,2025-10-03 12:00:00,2025-10-03 23:44:40.177148575,11.74,1,0,4,Resolved
T01281,CU0808,A004,C05,Email,2025-05-19 19:00:00,2025-05-21 13:08:59.681433710,42.15,1,0,5,Resolved
T01282,CU0720,A001,C01,Web,2025-12-31 08:00:00,2025-12-31 13:36:13.165443198,5.6,1,1,5,Resolved
T01283,CU0086,A018,C02,Chat,2025-07-01 10:00:00,2025-07-02 04:26:15.158512006,18.44,1,0,5,Resolved
T01284,CU0722,A004,C01,Email,2025-02-28 08:00:00,2025-02-28 14:47:02.514843934,6.78,1,1,4,Resolved
T01285,CU0795,A002,C06,Chat,2025-01-03 13:00:00,2025-01-04 09:59:16.652373273,20.99,1,0,5,Resolved
T01286,CU0489,A017,C06,Email,2025-03-15 20:00:00,2025-03-17 13:59:20.364770144,41.99,0,0,5,Resolved
T01287,CU0407,A018,C06,Chat,2025-09-10 16:00:00,2025-09-12 15:57:55.200670196,47.97,0,0,4,Resolved
T01288,CU0900,A004,C01,Web,2025-07-16 14:00:00,2025-07-17 07:01:38.381576404,17.03,0,0,5,Resolved
T01289,CU0785,A008,C05,Email,2025-05-04 09:00:00,2025-05-05 20:58:08.817042536,35.97,1,0,4,Resolved
T01290,CU0348,A013,C02,Email,2025-06-25 12:00:00,2025-06-26 04:43:55.133078048,16.73,1,0,4,Resolved
T01291,CU0430,A008,C03,Chat,2025-11-02 14:00:00,2025-11-02 21:37:37.370530948,7.63,1,0,5,Resolved
T01292,CU0848,A015,C02,Web,2025-07-28 11:00:00,2025-07-29 02:32:02.399458077,15.53,1,0,4,Resolved
T01293,CU0830,A005,C06,Chat,2025-01-22 17:00:00,2025-01-23 20:33:51.103624078,27.56,1,1,4,Resolved
T01294,CU0568,A015,C02,Email,2025-01-18 20:00:00,2025-01-20 01:37:23.468747469,29.62,0,1,4,Resolved
T01295,CU0584,A011,C05,Email,2025-06-25 10:00:00,2025-06-26 10:41:04.954516872,24.68,1,0,5,Resolved
T01296,CU0663,A001,C06,Email,2025-05-28 11:00:00,2025-05-29 15:09:52.228824192,28.16,1,0,4,Resolved
T01297,CU0261,A012,C05,Email,2025-11-07 09:00:00,2025-11-08 19:18:53.435761311,34.31,1,0,4,Resolved
T01298,CU0826,A001,C01,Email,2025-08-01 17:00:00,2025-08-02 10:14:25.438443097,17.24,0,0,3,Resolved
T01299,CU0265,A016,C06,Email,2025-10-04 14:00:00,2025-10-05 13:32:23.142903374,23.54,1,0,4,Resolved
T01300,CU0749,A018,C05,Chat,2025-08-02 11:00:00,2025-08-05 21:54:24.366952443,82.91,0,1,3,Resolved
